Vec_0,Vec_1,Vec_2,Vec_3,Vec_4,Vec_5,Vec_6,Vec_7,Vec_8,Vec_9,Vec_10,Vec_11,Vec_12,Vec_13,Vec_14,Vec_15,Vec_16,Vec_17,Vec_18,Vec_19,Vec_20,Vec_21,Vec_22,Vec_23,Vec_24,Vec_25,Vec_26,Vec_27,Vec_28,Vec_29,Vec_30,Vec_31,Vec_32,Vec_33,Vec_34,Vec_35,Vec_36,Vec_37,Vec_38,Vec_39,Vec_40,Vec_41,Vec_42,Vec_43,Vec_44,Vec_45,Vec_46,Vec_47,Vec_48,Vec_49,Vec_50,Vec_51,Vec_52,Vec_53,Vec_54,Vec_55,Vec_56,Vec_57,Vec_58,Vec_59,Vec_60,Vec_61,Vec_62,Vec_63,Vec_64,Vec_65,Vec_66,Vec_67,Vec_68,Vec_69,Vec_70,Vec_71,Vec_72,Vec_73,Vec_74,Vec_75,Vec_76,Vec_77,Vec_78,Vec_79,Vec_80,Vec_81,Vec_82,Vec_83,Vec_84,Vec_85,Vec_86,Vec_87,Vec_88,Vec_89,Vec_90,Vec_91,Vec_92,Vec_93,Vec_94,Vec_95,Vec_96,Vec_97,Vec_98,Vec_99
-0.22404432,-0.068387054,-0.11742964,-0.5211562,-0.05557148,-0.28894028,0.22842827,0.516751,0.08975656,0.07452459,0.70025635,-0.4831939,-0.055276647,-0.042440172,-0.11387588,-0.24422786,-0.376572,0.09391793,0.17744848,-0.5173473,-0.031302724,0.40165025,0.13181251,-0.18485597,-0.9308741,-0.6055065,0.17459549,-0.4945406,-0.40885994,-0.23856395,0.709428,0.45067605,0.38009933,0.4353671,-0.45682132,-0.11220948,0.415169,-0.59993315,-0.24933767,-0.34671777,-0.09937227,-0.16505887,-0.18880835,-0.34621543,0.2774902,0.3065169,-0.13060254,0.57620126,0.40122625,-0.179488,0.7849862,-0.11599263,-0.42601338,0.14816554,-0.48261806,0.52651,0.27578562,-0.09665758,-0.5007222,0.43111703,-0.10573721,0.18068731,-0.34609538,-0.116386235,-0.6596322,0.12183682,-0.123600625,0.12564127,-0.28062156,0.5001453,-0.4800139,-0.52670074,0.16306807,-0.44236493,-0.062162302,0.07278384,-0.060150538,-0.47687823,-0.6230203,0.40476727,0.11506416,-0.30358255,0.0002949939,0.375543,0.05657794,-0.3500478,-0.861126,0.039196752,-0.05232977,-0.04577052,0.52127635,0.6053098,0.12573992,0.21399108,-0.09614541,-0.103252545,0.33224034,-0.3872488,0.16194408,-0.02803477
0.42592865,0.6620618,0.33555317,-0.009716237,0.31658706,-0.2255768,0.28652316,0.84474623,0.28985754,-0.44317016,-0.044504404,-0.73849046,0.1632128,0.26087862,-0.15608865,-0.35140353,-0.1008604,0.23402925,-0.0036319941,-0.29415557,0.17310348,0.4530724,-0.03307362,-0.1174865,0.15941174,-0.79499495,-0.38681206,-0.17271419,-0.25028247,0.10331339,-0.20885952,0.46146035,0.019343227,-0.08448858,-0.7901939,0.6175374,0.4112042,-0.45242992,-0.29768568,-0.0067373784,-0.12160023,0.19649667,0.24658525,-0.57002294,0.12362969,-0.005006811,0.12540111,0.5541476,0.116832875,0.40863076,1.207132,-0.5851864,-0.634446,0.20404187,-0.38264567,0.28318992,0.6086849,-0.58548635,-0.058812283,-0.14992654,-0.08058279,0.112222716,-0.54856056,0.46203047,-0.7654475,0.3106945,-0.2784022,0.4738699,-0.380423,-0.027929747,-0.37058166,-0.18721959,0.3464478,-0.51453155,-0.662109,-0.05209143,-0.46371865,-0.13393226,-0.36823618,0.4142353,0.18198135,-0.24460647,-0.00034309627,0.37644833,0.096088186,0.2676347,0.054192223,0.44729638,0.1270164,0.23516726,0.3115155,0.3813783,-0.40436846,-0.06629978,0.28873497,-0.3294341,-0.13694313,-0.22917297,0.2887634,-0.60545874
-0.25807312,0.39792395,0.102224454,-0.36958522,-0.12470679,-0.3756598,0.8585459,0.35558477,-0.13507554,0.53241104,0.06770901,-0.11261217,-0.0042707017,-0.33703205,-0.31769213,-0.36605716,0.21994707,0.2374934,-0.20031936,-0.33922464,-0.5497569,0.4181737,-0.31677955,-0.44909382,-0.7452971,-0.22420447,0.09062338,-0.018633101,-0.3738585,-0.13574615,0.97411186,0.68491465,0.36727703,0.6079522,-0.6074018,-0.8297014,0.42139715,-0.40300855,0.44846335,-0.26902488,-0.307361,-0.055997062,-0.49958664,-0.9152492,0.713016,-0.20591286,0.11402334,0.07736082,-0.010588806,-0.44536152,0.19089034,-0.609676,-0.09662186,-0.06842153,-0.14523152,0.9151343,0.14798747,-0.0027042935,-0.49880272,0.7564014,0.7834724,-0.49830565,-0.06804806,-0.03212969,-0.6615163,-0.1744338,-0.48511943,-0.41879186,-0.02927047,1.0166289,-0.5406548,-0.6389893,0.37863234,-0.13662724,-0.06383203,-0.4528625,-0.087009214,-0.12699112,-0.3177734,-0.38551262,0.7678543,-0.6991476,-0.5896307,0.8476738,0.45774412,-0.42927966,-0.25753638,-0.02969909,0.2580642,0.24564317,0.7787878,0.23969111,0.40178084,-0.3490114,0.9280507,-0.32378823,0.27982372,-0.4594726,0.21744478,-0.6183784
0.036876142,0.48616886,0.58464354,0.27176726,0.2663257,-0.10476516,0.32555252,0.89455926,-0.027620321,0.08616981,-0.29228413,-0.3579661,0.4912463,0.2557024,-0.3206031,-0.5323621,-0.07778857,0.6438196,0.0892583,-0.5938004,-0.16715592,0.27663118,-0.14437434,-0.0952572,0.21310404,-0.57352424,-0.52193534,-0.06053822,-0.23866689,0.39559087,0.055268425,0.9758148,0.2745584,0.08455897,-0.70654947,-0.17475827,0.023080355,-0.7139076,-0.054261327,-0.63339585,0.055996217,-0.3722273,-0.35949367,-0.36751938,0.64740086,-0.02791584,0.18849477,0.098286204,-0.021836234,-0.11283569,0.7699404,-0.8152388,-0.44162783,0.4533719,-0.0062391222,0.87639016,0.09344371,-0.7061522,-0.26879638,-0.013882552,0.22092588,0.06849672,-0.36560208,0.18120767,-0.8089412,-0.1469672,-0.49933463,0.070026755,-0.53020513,0.3586096,-0.5531185,-0.059736144,0.51581824,-0.33212465,-0.38618132,0.12558661,-0.26697654,-0.39611164,-0.308609,-0.19823375,0.7774843,-0.34815973,0.18252686,0.33854705,0.29977903,-0.088547006,-0.107178435,0.29986748,0.15927128,0.40638176,0.5613983,0.19677094,-0.11414126,0.06525397,0.4133133,-0.2873835,-0.19447874,-0.15151793,0.1921928,-0.6028295
-0.27081355,0.08022022,0.3027011,0.4855055,0.49551538,-0.09313252,0.43932146,0.51941377,-0.401707,0.28719,0.6486783,-0.4349955,-0.10129996,0.5194642,-0.410094,-0.019471923,-0.33156374,0.47918582,0.43085718,-0.23931322,0.04813639,0.35873067,0.28876173,-0.14110324,-0.20326166,-0.7198841,0.07380912,-0.35801324,-0.47645333,0.17696959,0.40813243,0.47035235,0.33453327,0.31290144,-0.3110211,-0.12587927,0.7147247,-0.59995306,-0.05547566,-0.47391325,-0.19591558,-0.33278757,-0.0658665,-0.19326134,0.1298034,0.39568007,0.01324021,0.2774489,0.0879122,-0.30671868,1.0818479,-0.50839484,-0.37746614,0.033571485,-0.5407928,0.6876379,0.13607109,-0.4637072,-0.5555871,0.17497799,0.05182234,0.26260197,-0.23449631,0.35531566,-0.63922113,-0.20368646,-0.28616542,0.37500212,-0.20262861,0.2115801,-0.7589624,-0.5427092,0.756409,-0.36390698,-0.3181523,-0.05964083,0.0017330268,-0.5610668,-0.02294594,-0.09694314,0.2901956,-0.947848,-0.33155185,0.25835356,0.52547276,-0.23516722,-0.4599059,0.38497376,0.019169962,0.8154268,0.7187637,0.933004,-0.19375609,0.6445322,0.37273863,0.4584332,0.020574562,0.80009687,0.35041097,-0.019666445
0.46735823,0.49982518,0.27984887,-0.10190704,0.16465932,-0.27028984,0.21217571,0.85407346,0.37737358,-0.49683964,0.0072871717,-0.7089482,0.13064593,0.3278184,-0.22161154,-0.42362034,-0.07311401,0.17047119,-0.09880324,-0.37794363,0.21148348,0.42427227,-0.050766792,-0.009575234,0.18908173,-0.9942054,-0.3796502,-0.15817556,-0.22133356,0.08535898,-0.2253847,0.39241073,0.03840702,-0.13926542,-0.67700595,0.62980235,0.57841206,-0.55730265,-0.30155885,-0.00047686155,-0.34634086,0.16836461,0.20141365,-0.51541877,0.19293642,0.030150956,0.13832945,0.6561801,0.17438784,0.41639224,1.3380208,-0.48608762,-0.7974438,0.09580049,-0.44561043,0.3682398,0.5369432,-0.6297437,0.0626504,-0.054289166,-0.2201859,0.08401737,-0.6121215,0.50529087,-0.76052785,0.34219754,-0.32956007,0.5138614,-0.46003878,-0.14343539,-0.3980973,-0.19175519,0.1690721,-0.6938872,-0.67426735,-0.055845086,-0.42733544,-0.1425142,-0.43883875,0.5869996,0.06351776,-0.19034861,0.1287198,0.40628767,0.11203763,0.2284389,-0.04613548,0.44592792,0.018024279,0.22127725,0.22405067,0.28560102,-0.3132292,-0.13779527,0.28252655,-0.48431864,-0.057442084,-0.27751127,0.2896606,-0.65649414
-0.17071444,0.31685582,0.031538915,-0.23947729,0.0016974224,-0.37869826,0.69634837,0.40889406,-0.18919766,0.36647883,0.061935734,-0.20420909,0.011166695,-0.047209036,-0.40621516,-0.41711393,0.2222239,0.18079095,-0.2683364,-0.3434331,-0.34965336,0.28442946,-0.21936727,-0.30453002,-0.61566126,-0.4009333,-0.023117548,-0.005932013,-0.26230276,-0.076659776,0.8946063,0.50760454,0.26426584,0.47487593,-0.5003753,-0.6563892,0.6600521,-0.36788848,0.42955387,-0.22494006,-0.4595298,0.010144517,-0.49003384,-0.75505704,0.5694818,-0.09570142,0.10557862,0.17671454,0.05670516,-0.45715597,0.42032388,-0.44362345,-0.20579438,-0.20057368,-0.27062058,0.81015533,0.09584742,-0.11170998,-0.36309633,0.7975495,0.6362273,-0.4464804,-0.1511661,0.114144444,-0.5790187,-0.2171238,-0.45847234,-0.27015767,-0.13973767,0.7413439,-0.59506744,-0.64790326,0.1824553,-0.30352834,-0.123140745,-0.4402735,-0.10249829,-0.015824817,-0.2659535,-0.38790438,0.5347288,-0.6554304,-0.5386297,0.77482885,0.39413163,-0.44902083,-0.09936405,0.029051982,0.22601867,0.3506206,0.7241959,0.19745483,0.32383922,-0.34568605,0.90029985,-0.32764065,0.31657094,-0.313703,0.25758812,-0.5833242
-0.056595087,-0.012529069,0.4223212,0.065698914,0.4858431,-0.31298578,0.46070033,0.4496684,-0.13685441,0.33411786,0.036071915,-0.37821198,-0.22981717,0.42883375,-0.35669008,-0.27810973,-0.44834206,0.4821123,0.1939725,-0.6891901,-0.24533229,0.6505476,-0.23631893,-0.14472932,0.03325471,-0.57346976,-0.019900702,-0.07502553,-0.56687796,-0.11595544,0.37077895,0.7568792,0.25850236,-0.330603,-0.56368387,-0.15485552,0.6623249,-0.5542034,0.13044298,-0.5267246,-0.32513574,0.03784449,-0.34160802,-0.36779583,0.7388727,-0.14032489,0.11918759,0.5261854,0.38963956,0.062563494,0.95609957,-0.7979994,-0.23710218,0.18114913,-0.4287691,1.2082165,0.1400222,-0.011650721,-0.29874447,0.6714416,0.34893253,0.007738344,0.18794845,0.33889824,-0.5195842,-0.57966876,-0.7200051,0.34190723,-0.20845272,0.5731112,-0.56913,-0.2435145,0.5639239,-0.54107517,0.02694238,0.031494375,0.28524145,-0.3771648,-0.5177999,-0.0410281,0.5074516,-0.28961346,-0.015097144,-0.20686893,0.2532055,-0.5673496,-0.046011947,0.46664762,-0.01916582,0.5549287,0.54873836,0.6352469,0.5827621,0.33519047,0.36749932,0.05681385,0.3743841,0.32236925,0.21027847,0.052889273
-0.12284386,-0.0600886,0.45262265,0.43405652,0.47572806,0.06678373,0.3044423,0.45951378,-0.3846821,0.25826842,0.59643465,-0.40613288,-0.050925322,0.56860745,-0.4363933,-0.032365303,-0.5230757,0.5716069,0.61947227,-0.34778702,0.005117437,0.37580255,0.26556233,-0.03485416,-0.017769784,-0.81059414,0.112193756,-0.40166903,-0.470447,0.28735608,0.23152003,0.53134865,0.32448497,0.27496386,-0.20619246,0.01803426,0.53449845,-0.7042314,-0.17191404,-0.63839877,-0.13372613,-0.5260186,0.0040674824,-0.022253852,0.34677953,0.43598473,-0.027956825,0.29881757,-0.013671195,-0.16093077,1.174709,-0.50197506,-0.3932773,0.06491101,-0.5952273,0.89354724,0.07902485,-0.35491538,-0.6009094,0.058020964,0.020241514,0.3984243,-0.13129713,0.39859802,-0.5657793,-0.35063174,-0.5521409,0.34903646,-0.3150654,0.31029278,-0.6969773,-0.35616702,0.95320404,-0.45663896,-0.27876696,0.07348916,0.10459045,-0.69324315,0.063498355,-0.020926148,0.2664535,-1.0479916,-0.30303824,0.091418065,0.47131717,-0.3124041,-0.6649007,0.35774958,-0.113815255,0.85054964,0.6766896,0.94347936,-0.2535376,0.81014794,0.23358357,0.4580743,0.03256291,0.87138534,0.15794487,0.11151116
0.59274405,0.4851781,0.5051292,-0.14314067,0.40188137,0.12747228,0.25960624,0.5482054,0.051808037,-0.53489727,-0.25585878,-0.799419,0.2174112,0.35539937,-0.07764365,-0.3139217,-0.41197002,0.16509472,0.19096775,-0.25379276,0.030631943,0.30588174,0.051274013,0.031732243,0.41090217,-0.74827415,-0.24482062,-0.3361208,-0.20999591,0.17878869,-0.21238363,0.3845027,-0.070420854,-0.11012389,-0.6536384,0.71834284,0.110699974,-0.5415619,-0.41225988,-0.18139899,-0.06222084,-0.028040074,0.2510556,-0.33240196,0.17870285,0.14360471,-0.016274208,0.48697573,-0.10225633,0.45719445,1.0855708,-0.442505,-0.5357501,0.08619167,-0.40249622,0.40292883,0.45854652,-0.34780478,-0.23578708,-0.06980939,0.15347354,0.047541086,-0.31719422,0.5581132,-0.76213336,-0.07877572,-0.5139804,0.2425053,-0.4937322,0.37356538,-0.20674315,0.15807481,0.60828483,-0.5724676,-0.65410334,-0.025324315,-0.25288144,-0.2161368,-0.06104282,0.28245708,0.09947143,-0.52004665,-0.13662013,0.13435183,0.032898553,0.12901084,-0.018245755,0.34344694,0.08792725,0.32675973,0.4091593,0.5125294,-0.46649006,0.26686445,0.014425362,-0.20529915,-0.13927323,-0.079116724,-0.010366803,-0.2861041
-0.11769876,0.19811897,0.044119522,-0.15048829,-0.24184123,-0.35289827,0.53343344,0.368745,-0.16921507,0.10343324,-0.037311643,-0.2695299,-0.22679105,0.103589855,-0.24751525,-0.16058783,0.14159891,-0.05072952,-0.31887603,-0.27125368,-0.33406585,0.1366939,-0.074774794,-0.12886122,-0.3771798,-0.5408306,-0.0043095294,-0.17246482,-0.3171685,-0.014152227,0.7292046,0.45757326,0.13369438,0.21580881,-0.31725413,-0.23811036,0.7640666,-0.7869127,0.042478394,-0.22495347,-0.7019094,0.27220887,-0.17979398,-0.62289035,0.45576295,0.060150556,-0.29704887,0.22566146,0.131155,-0.25776234,0.5338876,-0.18296395,-0.31930798,-0.23989183,-0.33710638,0.80054545,-0.030821329,-0.32083952,-0.12924491,0.693942,0.26289812,-0.52323246,-0.3278163,0.15638067,-0.79846907,-0.08879265,-0.32124594,-0.031644158,-0.10776593,0.55911434,-0.31380028,-0.3235324,0.012049026,-0.31505543,-0.32072693,-0.47917858,0.30116233,-0.27295876,-0.34598023,0.07100343,0.19046469,-0.35200632,0.023699678,0.5960229,0.1518579,-0.1824531,-0.28659156,0.12935057,0.19378905,0.272269,0.5138751,0.1936552,0.22987285,-0.36870584,0.68488485,-0.0406999,0.1698058,-0.28801334,0.10384505,-0.2179643
-0.20135176,-0.31512493,0.08573362,0.16351919,0.27802348,-0.68757695,0.032857418,0.4939789,0.46342358,0.5945463,0.6907739,-0.41384864,-0.2957883,0.22379117,0.06558986,0.048842993,-0.0005821146,-0.10306136,-0.06955876,-1.1037223,-0.058810223,0.30618846,0.25337985,-0.09394144,0.28112432,-0.3511711,-0.47149467,0.15242511,-0.27597252,0.099498875,0.22683823,0.5775761,0.15424629,-0.44543844,-0.31904116,0.12466308,0.8713918,-0.48552638,0.12306432,-0.44431362,-0.7363685,-0.4574348,-0.14089239,-0.09327674,0.6857303,-0.18220787,0.14581148,0.37252378,0.462785,0.49998942,0.4492759,-0.3704687,-0.28568435,0.20444217,-0.48020324,0.81772846,0.0013735624,-0.14078039,0.18333909,0.774655,-0.20042089,0.03725835,-0.027034367,-0.0027075927,-0.49045408,-0.07557088,-0.5480453,0.7869307,-0.20067802,0.075668074,-0.9972144,-0.116921775,0.19235578,-0.6218026,-0.027842958,0.12639508,0.5937502,-0.27123842,-0.45470724,0.618921,0.70526826,0.27009875,0.41092032,-0.21243668,0.077420495,-0.2909056,-0.61747736,0.6448059,-0.4851018,0.40967593,0.032363918,0.029719325,0.2162951,0.031215549,0.62123984,0.26813045,0.4854128,0.2543356,0.15939064,0.20200415
0.28013727,0.2834797,0.23156102,0.20088707,0.21162935,-0.30611604,0.060132712,0.7121935,0.35581422,0.06662151,0.5494176,-0.7384744,-0.10722044,0.3105942,-0.28872535,0.012254089,-0.23602924,0.40323105,0.19282772,-0.6159728,-0.037466485,0.098812014,0.11265126,-0.15795168,-0.02292589,-0.77352095,-0.2646105,-0.034908183,-0.31260067,-0.012864552,-0.26186153,0.6374272,0.33052695,-0.15583682,-0.45832065,0.32228398,0.88303,-0.73336625,-0.3766766,-0.3584977,-0.21883038,-0.07842846,0.04016973,-0.51252925,0.49436337,-0.023550395,0.029451644,0.551138,0.3167567,0.50355774,1.0108961,-0.47903025,-0.7036711,0.53875583,-0.7377986,0.89150184,0.42066148,-0.42080522,-0.053810406,0.23176488,-0.37615198,0.1708631,-0.35868907,0.1697526,-0.3447387,0.1679723,-0.57703495,0.36924905,-0.3560075,0.0070361085,-0.6078616,-0.018675914,0.26232737,-0.6763372,-0.15155482,-0.03537066,0.21385723,-0.29727978,-0.49029636,0.63083375,0.13144802,-0.1249938,0.38874137,0.01206762,-0.19821128,-0.17858145,-0.51503676,0.43202382,-0.31002972,0.49974513,0.094111666,0.11824618,-0.22713193,-0.0959235,0.26344645,-0.019875262,0.010965573,0.04603986,-0.061710004,0.018819198
0.455949,0.45478225,0.6961459,0.041880075,0.41036648,0.19948156,0.161773,0.7444227,0.20527583,-0.29963613,-0.015101173,-0.598065,0.4482578,0.41239333,-0.3603819,-0.47108433,-0.5533963,0.5310496,0.15885304,-0.41579422,0.08851134,0.3138832,0.049938366,-0.029197864,0.19703445,-0.81517273,-0.12056816,-0.19054963,-0.27391028,0.49180368,-0.41598904,0.5136533,0.22454281,-0.31866568,-0.4883438,0.80194813,-0.049300224,-0.53282386,-0.19651264,-0.6370051,0.14093898,-0.13816033,-0.014199158,-0.36533448,0.79558253,-0.059854046,0.4786943,0.44820684,0.0297943,0.6132174,1.1336013,-0.68015367,-0.5316526,0.4719617,-0.35794407,0.6118136,0.45230076,-0.37823138,-0.24216332,-0.4102221,-0.15829277,0.58382446,-0.3705686,0.35306537,-0.6278185,-0.054058164,-0.46441928,0.36027223,-0.69161385,0.202554,-0.36452907,-0.11734185,0.49690655,-0.395703,-0.31374586,0.080312505,-0.5198167,-0.023916136,0.008651726,0.3723582,0.15511379,-0.5799274,-0.012406097,0.046698492,0.065402016,0.23576616,-0.15596078,0.30193838,0.10323419,0.51256907,0.20024751,0.22934951,-0.5555533,0.06569065,0.0060203928,-0.32077384,-0.29459408,-0.30178618,-0.046359155,-0.5589639
-0.19925047,0.23621202,-0.005714461,-0.20970829,0.034330893,-0.37893316,0.5750459,0.4178451,-0.041997205,0.4062618,0.092713326,-0.16479287,-0.05115995,-0.13980348,-0.23444344,-0.32196537,0.27866748,0.056665882,-0.090925805,-0.47408244,-0.3410606,0.28956816,-0.11854606,-0.36771134,-0.39076886,-0.09553496,-0.082711525,0.01501512,-0.25894973,-0.005968641,0.8166887,0.5576538,0.17608215,0.33192787,-0.42822158,-0.5444301,0.2777935,-0.30541295,0.36924493,-0.27782685,-0.25368306,-0.15362191,-0.3507343,-0.6806754,0.5878258,-0.19257137,0.11014803,-0.00961333,0.0059172893,-0.24466272,0.12528381,-0.46041515,-0.026205387,-0.059161756,-0.17732447,0.6538996,0.056614336,0.06748821,-0.31506902,0.6292068,0.6492091,-0.3161338,-0.04967863,0.0023810125,-0.43938082,-0.15172166,-0.3759301,-0.12223833,-0.059417356,0.81156147,-0.47957966,-0.4558895,0.31651586,-0.15507649,-0.076927386,-0.28605327,0.022761686,-0.09121406,-0.2116163,-0.2712581,0.6233888,-0.52388126,-0.5316914,0.65613025,0.295253,-0.29903418,-0.12958957,0.011709963,0.1899642,0.24809623,0.566992,0.04170444,0.20503975,-0.21989343,0.8332423,-0.18628427,0.28734064,-0.3379118,0.15284732,-0.35923287
-0.028952813,-0.27412385,0.103022076,0.08438337,0.23316252,-0.70384765,-0.056651693,0.56378484,0.6050235,0.6198908,0.51028854,-0.44364658,-0.21524584,0.3380833,-0.023532145,-0.19077495,0.11230501,-0.081208095,-0.12346599,-1.1886332,0.040661253,0.37535197,0.23657072,-0.11136548,0.4624765,-0.3710098,-0.5246258,0.24832456,-0.22033672,0.26247698,0.15873127,0.7256277,0.025182521,-0.5194801,-0.25070998,0.17537788,0.70581067,-0.3542859,0.17262127,-0.42192516,-0.7834672,-0.52650803,0.04190253,-0.0667987,0.8885633,-0.2253505,0.35042587,0.3497674,0.45905453,0.5029206,0.50424695,-0.38724092,-0.24244158,0.18832073,-0.35739514,0.7272485,-0.06498254,-0.09138024,0.3732913,0.614629,-0.061870027,0.18539406,-0.021293571,0.10008045,-0.33942598,-0.054910015,-0.5560385,1.0474998,-0.2868606,0.057460703,-0.90531176,-0.3417694,0.27433842,-0.5846545,-0.20130065,0.10630474,0.50678056,-0.2643488,-0.18555743,0.6028648,0.743611,0.200731,0.26237822,-0.13220224,0.21451099,-0.2717763,-0.44196144,0.6345046,-0.5086607,0.42612094,0.03676479,-0.16019925,0.09659965,0.028555673,0.72383285,0.018550387,0.61082,0.10229864,0.1399906,0.015735839
0.029023442,-0.12456139,0.5507767,0.38702756,0.5158098,-0.0003790487,0.38525426,0.39784372,-0.45599684,0.011616485,0.29123458,-0.45167986,-0.26822618,0.5366454,-0.33935595,0.030646022,-0.5936796,0.48653957,0.43648875,-0.34748903,-0.089558646,0.37437508,0.18747044,0.047568083,0.18305363,-0.91397095,0.07914703,-0.36970082,-0.40213382,0.19015764,0.00033743598,0.42419922,0.4276047,0.038428307,-0.25736412,0.1061276,0.9394138,-0.7378927,-0.18483303,-0.7445576,-0.46703735,-0.26020598,-0.08420966,0.027449213,0.38813707,0.3201931,-0.17334536,0.55050737,-0.07972563,-0.05121914,1.3307692,-0.5659491,-0.44521672,-0.1628761,-0.73520786,1.1711917,0.050649,-0.5526583,-0.44234958,0.34105477,0.112363845,0.13304229,-0.20362926,0.48085722,-0.61022675,-0.432459,-0.7975829,0.299109,-0.5371423,0.2572864,-0.5897839,-0.10400559,0.9193355,-0.7732883,-0.33811426,-0.013550828,0.16173153,-0.7224545,-0.1629944,-0.0438369,0.25530136,-0.7632135,-0.32258308,-0.031511504,0.3102175,-0.4470839,-0.32820946,0.5618026,-0.3597346,0.79011166,0.66111135,0.9173599,-0.09571162,0.6756649,0.44364822,0.3771056,0.17892912,0.7716857,0.16728695,-0.13785216
0.455949,0.45478225,0.6961459,0.041880075,0.41036648,0.19948156,0.161773,0.7444227,0.20527583,-0.29963613,-0.015101173,-0.598065,0.4482578,0.41239333,-0.3603819,-0.47108433,-0.5533963,0.5310496,0.15885304,-0.41579422,0.08851134,0.3138832,0.049938366,-0.029197864,0.19703445,-0.81517273,-0.12056816,-0.19054963,-0.27391028,0.49180368,-0.41598904,0.5136533,0.22454281,-0.31866568,-0.4883438,0.80194813,-0.049300224,-0.53282386,-0.19651264,-0.6370051,0.14093898,-0.13816033,-0.014199158,-0.36533448,0.79558253,-0.059854046,0.4786943,0.44820684,0.0297943,0.6132174,1.1336013,-0.68015367,-0.5316526,0.4719617,-0.35794407,0.6118136,0.45230076,-0.37823138,-0.24216332,-0.4102221,-0.15829277,0.58382446,-0.3705686,0.35306537,-0.6278185,-0.054058164,-0.46441928,0.36027223,-0.69161385,0.202554,-0.36452907,-0.11734185,0.49690655,-0.395703,-0.31374586,0.080312505,-0.5198167,-0.023916136,0.008651726,0.3723582,0.15511379,-0.5799274,-0.012406097,0.046698492,0.065402016,0.23576616,-0.15596078,0.30193838,0.10323419,0.51256907,0.20024751,0.22934951,-0.5555533,0.06569065,0.0060203928,-0.32077384,-0.29459408,-0.30178618,-0.046359155,-0.5589639
-0.26271972,0.16078229,-0.0069055026,-0.09103065,-0.21492918,-0.3973713,0.40640762,0.30504343,-0.1530336,0.2549921,0.25640798,-0.16536872,-0.14982902,-0.32837987,-0.066148154,-0.014153206,0.28347883,-0.18996319,-0.10579715,-0.48058012,-0.34349972,0.12486167,-0.030613016,-0.23434152,-0.42390442,-0.2831019,-0.18598399,-0.07396079,-0.21154523,-0.008806341,0.60002106,0.47527364,0.22247863,0.41112283,-0.39354983,-0.45933947,0.664941,-0.6262228,0.13532169,-0.25759596,-0.52926415,-0.14995173,-0.22688162,-0.48177624,0.4779537,-0.015045679,-0.31241345,0.06719176,0.010818347,-0.18037935,0.23923464,-0.20666958,-0.19898403,-0.18035376,-0.290273,0.75331366,-0.059452,-0.20315321,-0.30294293,0.68432504,0.28455213,-0.45703915,-0.25648507,-0.051711746,-0.57741827,-0.10571397,-0.45129088,-0.24247856,-0.10669046,0.59183633,-0.47763088,-0.2194449,0.18211378,-0.35409212,-0.1347191,-0.33939335,0.2684252,-0.32614425,-0.31800112,-0.037877236,0.5570537,-0.434387,-0.222111,0.66176164,0.20549764,-0.34007913,-0.5716271,0.15351374,-0.08500588,0.24667779,0.45829272,0.22342464,0.14653204,-0.2664153,0.7343146,0.10619626,0.24155007,-0.20198421,0.12614527,-0.26888612
-0.14829813,-0.24036591,0.14762825,0.027165035,0.27797762,-0.445379,0.1367004,0.3914586,0.22090042,0.485026,0.6497523,-0.4817675,-0.27654815,0.32199597,-0.062005185,-0.011785044,-0.299606,0.06523665,-0.018675491,-0.89642096,-0.12533833,0.30526248,0.18538372,-0.047501598,0.019033296,-0.57169574,-0.20871934,-0.059561927,-0.38522202,0.007657816,0.29668826,0.5788676,0.26747262,-0.30456224,-0.33744675,0.05452754,0.91614604,-0.6747164,0.028188147,-0.46974,-0.64103657,-0.255299,-0.21085428,-0.1887415,0.62889135,0.023825385,0.047495157,0.53500044,0.47508526,0.32899338,0.6624265,-0.39335448,-0.39530173,0.19085805,-0.55459136,0.9719082,0.106722355,-0.118782386,-0.03808387,0.7981616,-0.15937023,0.04621751,-0.07304637,0.13170101,-0.5975468,-0.2052974,-0.6062229,0.5654832,-0.2608054,0.2725582,-0.91339976,-0.18907808,0.17139408,-0.66278857,-0.0012628926,0.0142102465,0.5355011,-0.30426526,-0.44520935,0.5433413,0.5006659,0.00787566,0.379383,-0.21814978,0.054244757,-0.3909923,-0.66509587,0.49546295,-0.40341437,0.47368422,0.18864116,0.26457468,0.24151614,0.112649634,0.32109818,0.21879923,0.41433463,0.25660375,0.098471254,0.2519744
