epoch,train_loss,val_loss
1,0.9937946200370789,0.38117390871047974
2,0.9443887233734131,0.4891814589500427
3,0.8305941462516785,0.7846641540527344
4,0.7706698894500732,0.5964509844779968
5,0.8136059820652009,0.7416166067123413
6,0.6908156931400299,0.9004343748092651
7,0.6445097029209137,0.8444716334342957
8,0.6158034205436707,0.8386678695678711
9,0.5458400934934616,1.0853785276412964
10,0.5604298114776611,1.1357349157333374
11,0.50221246778965,1.1323750019073486
12,0.4834268927574158,1.23293936252594
13,0.4718137621879578,1.4712387323379517
