trial_id,params,mean_selection_score,std_selection_score,mean_val_price_mae,mean_test_price_mae
47,"{""batch_size"": 16, ""dropout"": 0.1937706272908276, ""hidden_size"": 96, ""huber_delta"": 1.5, ""learning_rate"": 0.001001359569056408, ""loss_type"": ""mse"", ""model_type"": ""gru"", ""num_layers"": 2, ""weight_decay"": 5.765171564793645e-05}",3.695874273777008,1.4687336774528772,3.695874273777008,3.4530335068702698
26,"{""batch_size"": 32, ""dropout"": 0.19561439553778157, ""hidden_size"": 80, ""huber_delta"": 0.8, ""learning_rate"": 0.001013326650515511, ""loss_type"": ""huber"", ""model_type"": ""gru"", ""num_layers"": 1, ""weight_decay"": 5.694830727882974e-06}",3.7021000385284424,1.2196692849088584,3.7021000385284424,3.571553885936737
36,"{""batch_size"": 24, ""dropout"": 0.21988305233901997, ""hidden_size"": 128, ""huber_delta"": 1.0, ""learning_rate"": 0.0012594363422332045, ""loss_type"": ""huber"", ""model_type"": ""lstm"", ""num_layers"": 1, ""weight_decay"": 0.00017244072530108717}",3.7127918004989624,1.345368002620266,3.7127918004989624,3.6231189966201782
31,"{""batch_size"": 32, ""dropout"": 0.17951785668772074, ""hidden_size"": 128, ""huber_delta"": 1.5, ""learning_rate"": 0.0011946839742463739, ""loss_type"": ""huber"", ""model_type"": ""lstm"", ""num_layers"": 2, ""weight_decay"": 2.2726368532072e-05}",3.7159491777420044,1.2680307270674178,3.7159491777420044,3.70204621553421
99,"{""batch_size"": 24, ""dropout"": 0.13584395341842298, ""hidden_size"": 80, ""huber_delta"": 1.2, ""learning_rate"": 0.0007745596368025718, ""loss_type"": ""mse"", ""model_type"": ""gru"", ""num_layers"": 3, ""weight_decay"": 6.229405653291044e-05}",3.7182443737983704,1.1243241413920237,3.7182443737983704,3.5154147148132324
44,"{""batch_size"": 32, ""dropout"": 0.13581233747939708, ""hidden_size"": 96, ""huber_delta"": 1.0, ""learning_rate"": 0.000738646843035226, ""loss_type"": ""mse"", ""model_type"": ""lstm"", ""num_layers"": 1, ""weight_decay"": 3.5551012770075266e-05}",3.7204031348228455,1.3312662193313585,3.7204031348228455,3.5017736554145813
12,"{""batch_size"": 16, ""dropout"": 0.2587426178255947, ""hidden_size"": 80, ""huber_delta"": 0.8, ""learning_rate"": 0.0006332265493363011, ""loss_type"": ""huber"", ""model_type"": ""gru"", ""num_layers"": 1, ""weight_decay"": 7.812775450138346e-05}",3.7251124382019043,1.2888694236772533,3.7251124382019043,3.6972898840904236
63,"{""batch_size"": 16, ""dropout"": 0.24115288889910683, ""hidden_size"": 80, ""huber_delta"": 1.5, ""learning_rate"": 0.0008512492702194798, ""loss_type"": ""mse"", ""model_type"": ""gru"", ""num_layers"": 2, ""weight_decay"": 1.1797160582368235e-05}",3.7977689504623413,1.2966033042732577,3.7977689504623413,3.48562753200531
15,"{""batch_size"": 16, ""dropout"": 0.11741418003513429, ""hidden_size"": 96, ""huber_delta"": 1.5, ""learning_rate"": 0.0015933227745217246, ""loss_type"": ""mse"", ""model_type"": ""gru"", ""num_layers"": 2, ""weight_decay"": 0.0001396932923097735}",3.813920021057129,1.6517044602883728,3.813920021057129,3.650528609752655
29,"{""batch_size"": 16, ""dropout"": 0.15932823253595538, ""hidden_size"": 128, ""huber_delta"": 1.5, ""learning_rate"": 0.0011457196073375163, ""loss_type"": ""huber"", ""model_type"": ""gru"", ""num_layers"": 2, ""weight_decay"": 7.690920745600578e-05}",3.8434070348739624,1.7186207256223018,3.8434070348739624,3.675874888896942
